scenario,seq_s,par1_s,speedup1,par2_s,speedup2,par4_s,speedup4,par8_s,speedup8
benchmark_fixed,0.11061,0.108268,1.02163,0.0986163,1.12162,0.100567,1.09986,0.102096,1.08339
